Kecamatan,Kamar Tidur,Kamar Mandi,Luas Tanah,Luas Bangunan,Sertifikat,Daya Listrik,Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan,Sumber Air,Hook,Kondisi Properti,Alamat,Tipe Iklan,Aksesibilitas,NJOP_Rp_per_m2,Tingkat_Keamanan
Tenggilis mejoyo,5,3,412,180,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Barat,Tidak,2 Mobil,PAM atau PDAM,Tidak,,"Jl. Tenggilis Mejoyo Raya No.87, Surabaya (-7.298527, 112.771953)",Dijual,Buruk,1000000.0,Rendah
Mulyorejo,1,1,443,100,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Butuh Renovasi,"Jl. Mulyorejo Raya No.171, Surabaya (-7.253125, 112.752262)",Dijual,Baik,1000000.0,Tinggi
Tambaksari,4,3,454,358,SHM - Sertifikat Hak Milik,7700.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tambaksari Raya No.107, Surabaya (-7.375832, 112.643251)",Dijual,Baik,1032000.0,Tinggi
Tambaksari,4,2,500,300,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Tambaksari Raya No.151, Surabaya (-7.355743, 112.696758)",Dijual,Baik,1032000.0,Tinggi
Tambaksari,5,3,540,350,SHM - Sertifikat Hak Milik,3500.0,,,Unfurnished,1.0,,,,,,Butuh Renovasi,"Jl. Tambaksari Raya No.96, Surabaya (-7.334548, 112.690363)",Disewa,Baik,1032000.0,Tinggi
Tenggilis mejoyo,5,4,645,482,SHM - Sertifikat Hak Milik,,,Ya,Unfurnished,1.0,,Ya,3 Mobil,,Tidak,Bagus,"Jl. Tenggilis Mejoyo Raya No.158, Surabaya (-7.356385, 112.744973)",Disewa,Baik,1000000.0,Rendah
Wiyung,4,4,268,263,HGB - Hak Guna Bangunan,2200.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,3 Mobil,,Tidak,Bagus,"Jl. Wiyung Raya No.77, Surabaya (-7.321733, 112.680302)",Dijual,Baik,1000000.0,Tinggi
Wiyung,6,4,450,650,HGB - Hak Guna Bangunan,10600.0,Ya,Ya,Unfurnished,1.0,,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.146, Surabaya (-7.288077, 112.606587)",Dijual,Baik,1000000.0,Rendah
Wiyung,3,3,128,150,SHM - Sertifikat Hak Milik,3500.0,,,Unfurnished,2.0,Selatan,,,,,Baru,"Jl. Wiyung Raya No.87, Surabaya (-7.263013, 112.654747)",Keduanya,Baik,1000000.0,Tinggi
Sambikerep,3,3,144,153,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Sambikerep Raya No.149, Surabaya (-7.207245, 112.693239)",Keduanya,Baik,1000000.0,Rendah
Gubeng,5,4,153,238,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Gubeng Raya No.57, Surabaya (-7.213831, 112.794898)",Dijual,Baik,1147000.0,Tinggi
Sambikerep,5,4,153,230,SHM - Sertifikat Hak Milik,3500.0,,Tidak,Unfurnished,2.0,Utara,Tidak,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sambikerep Raya No.103, Surabaya (-7.285975, 112.776232)",Keduanya,Baik,1000000.0,Tinggi
Sukolilo,4,3,153,238,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.151, Surabaya (-7.25317, 112.636281)",Keduanya,Baik,1000000.0,Tinggi
Sukolilo,4,3,153,238,SHM - Sertifikat Hak Milik,4400.0,,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.91, Surabaya (-7.209826, 112.744655)",Disewa,Baik,1000000.0,Tinggi
Wiyung,3,2,292,200,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.45, Surabaya (-7.383306, 112.787365)",Disewa,Baik,1000000.0,Tinggi
Tambaksari,5,5,323,350,SHM - Sertifikat Hak Milik,5500.0,,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,,"Jl. Tambaksari Raya No.172, Surabaya (-7.398873, 112.601759)",Disewa,Baik,1032000.0,Tinggi
Wiyung,5,4,114,190,HGB - Hak Guna Bangunan,3500.0,,,Unfurnished,3.0,Utara,,,,,Bagus,"Jl. Wiyung Raya No.88, Surabaya (-7.39404, 112.744189)",Keduanya,Baik,1000000.0,Tinggi
Rungkut,5,3,132,350,SHM - Sertifikat Hak Milik,5500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.115, Surabaya (-7.28733, 112.691867)",Dijual,Baik,1032000.0,Tinggi
Tandes,3,3,144,158,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tandes Raya No.47, Surabaya (-7.247433, 112.736047)",Disewa,Baik,1000000.0,Tinggi
Tandes,3,3,144,158,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tandes Raya No.168, Surabaya (-7.326585, 112.721118)",Keduanya,Baik,1000000.0,Tinggi
Tandes,3,3,144,158,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tandes Raya No.179, Surabaya (-7.290952, 112.796933)",Dijual,Baik,1000000.0,Tinggi
Tandes,3,3,144,158,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tandes Raya No.170, Surabaya (-7.296727, 112.657763)",Disewa,Baik,1000000.0,Tinggi
Tandes,3,3,144,158,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tandes Raya No.135, Surabaya (-7.381046, 112.757229)",Keduanya,Buruk,1000000.0,Tinggi
Tandes,3,3,144,158,HGB - Hak Guna Bangunan,,Tidak,Tidak,Unfurnished,2.0,Utara,Ya,2 Mobil,,Tidak,Bagus,"Jl. Tandes Raya No.50, Surabaya (-7.335682, 112.646928)",Disewa,Baik,1000000.0,Rendah
Tandes,3,3,144,158,HGB - Hak Guna Bangunan,2200.0,,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tandes Raya No.176, Surabaya (-7.396113, 112.687122)",Keduanya,Buruk,1000000.0,Tinggi
Tandes,3,3,144,158,HGB - Hak Guna Bangunan,2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tandes Raya No.84, Surabaya (-7.377859, 112.795076)",Disewa,Buruk,1000000.0,Rendah
Wiyung,4,4,144,235,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Timur,Ya,3 Mobil,PAM atau PDAM,Ya,Baru,"Jl. Wiyung Raya No.91, Surabaya (-7.237628, 112.753227)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,4,4,144,235,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Timur,Ya,3 Mobil,PAM atau PDAM,Ya,Baru,"Jl. Wiyung Raya No.134, Surabaya (-7.234117, 112.663164)",Dijual,Baik,1000000.0,Tinggi
Wiyung,3,5,144,235,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.91, Surabaya (-7.239611, 112.723874)",Disewa,Baik,1000000.0,Tinggi
Wiyung,4,4,144,235,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,3.0,Utara,Ya,3 Mobil,PAM atau PDAM,Ya,Baru,"Jl. Wiyung Raya No.137, Surabaya (-7.254636, 112.609938)",Disewa,Baik,1000000.0,Tinggi
Gayungan,5,5,175,250,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Gayungan Raya No.109, Surabaya (-7.241337, 112.653279)",Keduanya,Baik,1032000.0,Tinggi
Sambikerep,3,2,176,158,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.57, Surabaya (-7.265804, 112.743678)",Dijual,Buruk,1000000.0,Tinggi
Lakarsantri,3,2,180,200,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,2.0,Utara,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Lakarsantri Raya No.31, Surabaya (-7.266033, 112.714019)",Dijual,Baik,1000000.0,Tinggi
Mulyorejo,4,3,180,218,HGB - Hak Guna Bangunan,6600.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.21, Surabaya (-7.266528, 112.693935)",Disewa,Baik,1000000.0,Rendah
Sukolilo,4,4,180,250,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,,,Tidak,Bagus,"Jl. Sukolilo Raya No.90, Surabaya (-7.297191, 112.738175)",Keduanya,Baik,1000000.0,Rendah
Sukolilo,3,3,180,250,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Sukolilo Raya No.40, Surabaya (-7.327331, 112.679692)",Disewa,Buruk,1000000.0,Tinggi
Sukolilo,3,3,180,225,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,2.0,,Ya,1 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.112, Surabaya (-7.253961, 112.605231)",Keduanya,Baik,1000000.0,Tinggi
Sukolilo,3,3,180,225,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,2.0,,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.45, Surabaya (-7.340271, 112.688205)",Dijual,Baik,1000000.0,Tinggi
Sukolilo,3,3,180,225,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Baru,"Jl. Sukolilo Raya No.77, Surabaya (-7.29142, 112.780426)",Disewa,Baik,1000000.0,Tinggi
Sukolilo,3,3,180,250,SHM - Sertifikat Hak Milik,3500.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.177, Surabaya (-7.313329, 112.771323)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,4,4,180,260,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.87, Surabaya (-7.344676, 112.681799)",Dijual,Baik,1000000.0,Tinggi
Rungkut,5,3,192,350,SHM - Sertifikat Hak Milik,5500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.148, Surabaya (-7.205062, 112.604444)",Keduanya,Buruk,1032000.0,Rendah
Rungkut,5,3,192,350,SHM - Sertifikat Hak Milik,5500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.101, Surabaya (-7.34825, 112.727261)",Disewa,Baik,1032000.0,Tinggi
Rungkut,6,4,192,350,SHM - Sertifikat Hak Milik,5500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.117, Surabaya (-7.338141, 112.748239)",Keduanya,Buruk,1032000.0,Tinggi
Rungkut,5,3,192,350,SHM - Sertifikat Hak Milik,5500.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.92, Surabaya (-7.367682, 112.658849)",Disewa,Baik,1032000.0,Rendah
Rungkut,5,3,192,350,SHM - Sertifikat Hak Milik,5500.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.145, Surabaya (-7.235404, 112.695333)",Dijual,Buruk,1032000.0,Tinggi
Rungkut,5,3,192,350,SHM - Sertifikat Hak Milik,5500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.28, Surabaya (-7.282682, 112.798371)",Keduanya,Baik,1032000.0,Tinggi
Rungkut,5,3,192,350,SHM - Sertifikat Hak Milik,5500.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.169, Surabaya (-7.277392, 112.715269)",Dijual,Baik,1032000.0,Tinggi
Rungkut,6,4,192,350,SHM - Sertifikat Hak Milik,5500.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.194, Surabaya (-7.235888, 112.670215)",Dijual,Buruk,1032000.0,Tinggi
Rungkut,5,3,192,350,SHM - Sertifikat Hak Milik,5500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.25, Surabaya (-7.331416, 112.725498)",Disewa,Baik,1032000.0,Tinggi
Rungkut,5,1,192,350,SHM - Sertifikat Hak Milik,5500.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.58, Surabaya (-7.361273, 112.636004)",Disewa,Baik,1032000.0,Tinggi
Sambikerep,3,4,192,215,HGB - Hak Guna Bangunan,,,Tidak,Unfurnished,2.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Sambikerep Raya No.41, Surabaya (-7.360319, 112.63985)",Dijual,Baik,1000000.0,Tinggi
Sukolilo,5,3,192,350,SHM - Sertifikat Hak Milik,5500.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.134, Surabaya (-7.253476, 112.784985)",Disewa,Baik,1000000.0,Rendah
Mulyorejo,4,3,200,300,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Mulyorejo Raya No.75, Surabaya (-7.277177, 112.64784)",Dijual,Baik,1000000.0,Tinggi
Mulyorejo,4,3,200,300,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Mulyorejo Raya No.38, Surabaya (-7.358732, 112.662158)",Disewa,Baik,1000000.0,Tinggi
Rungkut,4,4,212,265,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,2 Mobil,PAM atau PDAM,Tidak,,"Jl. Rungkut Raya No.134, Surabaya (-7.370987, 112.708755)",Disewa,Baik,1032000.0,Tinggi
Sawahan,4,3,223,660,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Sawahan Raya No.173, Surabaya (-7.375863, 112.779939)",Keduanya,Baik,1032000.0,Rendah
Wiyung,3,2,230,300,SHM - Sertifikat Hak Milik,,Ya,Ya,Unfurnished,2.0,Timur,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.75, Surabaya (-7.27444, 112.75629)",Keduanya,Baik,1000000.0,Tinggi
Sukomanunggal,4,3,240,260,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Sukomanunggal Raya No.142, Surabaya (-7.399976, 112.608757)",Disewa,Baik,1000000.0,Tinggi
Sukomanunggal,5,4,240,350,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Sukomanunggal Raya No.66, Surabaya (-7.396336, 112.738606)",Dijual,Baik,1000000.0,Rendah
Tandes,4,3,240,260,SHM - Sertifikat Hak Milik,,,Tidak,Unfurnished,1.0,Utara,Tidak,,,Tidak,,"Jl. Tandes Raya No.168, Surabaya (-7.322089, 112.700812)",Dijual,Buruk,1000000.0,Rendah
Wonocolo,3,2,250,170,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,1.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wonocolo Raya No.3, Surabaya (-7.26173, 112.695111)",Dijual,Baik,1000000.0,Tinggi
Jambangan,5,5,256,450,HGB - Hak Guna Bangunan,3300.0,Tidak,Tidak,Unfurnished,3.0,Barat,Ya,,PAM atau PDAM,Tidak,Bagus,"Jl. Jambangan Raya No.117, Surabaya (-7.260992, 112.738312)",Disewa,Baik,1000000.0,Tinggi
Jambangan,5,5,256,450,HGB - Hak Guna Bangunan,3300.0,Tidak,Tidak,Unfurnished,3.0,Barat,Tidak,2 Mobil,PAM atau PDAM,Tidak,,"Jl. Jambangan Raya No.99, Surabaya (-7.313976, 112.639246)",Disewa,Buruk,1000000.0,Tinggi
Dukuh pakis,5,3,300,500,"Lainnya (PPJB,Girik,Adat,dll)",,Tidak,Tidak,Unfurnished,1.0,,Tidak,,,Tidak,Bagus,"Jl. Dukuh Pakis Raya No.152, Surabaya (-7.261785, 112.796298)",Dijual,Baik,1000000.0,Tinggi
Dukuh pakis,5,3,300,500,HGB - Hak Guna Bangunan,4400.0,,Ya,Unfurnished,1.0,,Ya,2 Mobil,,Ya,Bagus,"Jl. Dukuh Pakis Raya No.19, Surabaya (-7.295781, 112.729061)",Keduanya,Baik,1000000.0,Tinggi
Sukomanunggal,4,1,300,200,"Lainnya (PPJB,Girik,Adat,dll)",3300.0,,Ya,Unfurnished,1.0,Timur,Ya,4 Mobil,PAM atau PDAM,Tidak,Butuh Renovasi,"Jl. Sukomanunggal Raya No.146, Surabaya (-7.204614, 112.673131)",Keduanya,Baik,1000000.0,Tinggi
Tenggilis mejoyo,5,3,300,300,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Timur Laut,Tidak,2 Mobil,,Tidak,,"Jl. Tenggilis Mejoyo Raya No.192, Surabaya (-7.367508, 112.72004)",Dijual,Baik,1000000.0,Tinggi
Tenggilis mejoyo,5,3,300,200,SHM - Sertifikat Hak Milik,1300.0,,Ya,Unfurnished,2.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Tenggilis Mejoyo Raya No.116, Surabaya (-7.279867, 112.643294)",Disewa,Baik,1000000.0,Tinggi
Tenggilis mejoyo,5,3,300,300,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Ya,Bagus,"Jl. Tenggilis Mejoyo Raya No.125, Surabaya (-7.301752, 112.726768)",Disewa,Baik,1000000.0,Rendah
Kenjeran,6,5,323,360,SHM - Sertifikat Hak Milik,1300.0,Ya,Ya,Unfurnished,2.0,Barat,Ya,3 Mobil,PAM atau PDAM,Tidak,Sudah Renovasi,"Jl. Kenjeran Raya No.88, Surabaya (-7.361107, 112.605643)",Dijual,Baik,1032000.0,Tinggi
Mulyorejo,4,4,323,350,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Mulyorejo Raya No.35, Surabaya (-7.250002, 112.668236)",Keduanya,Baik,1000000.0,Tinggi
Rungkut,4,3,325,320,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,2 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Rungkut Raya No.190, Surabaya (-7.344898, 112.749503)",Dijual,Baik,1032000.0,Rendah
Sukolilo,3,2,340,200,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.1, Surabaya (-7.323658, 112.761596)",Dijual,Baik,1000000.0,Tinggi
Mulyorejo,7,2,443,300,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Ya,Bagus,"Jl. Mulyorejo Raya No.153, Surabaya (-7.325034, 112.650584)",Dijual,Baik,1000000.0,Tinggi
Lakarsantri,2,2,472,121,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,1.0,Selatan,Ya,2 Mobil,,Tidak,Bagus,"Jl. Lakarsantri Raya No.173, Surabaya (-7.351159, 112.707882)",Keduanya,Baik,1000000.0,Tinggi
Kenjeran,3,3,108,217,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Kenjeran Raya No.177, Surabaya (-7.313859, 112.705699)",Dijual,Baik,1032000.0,Tinggi
Kenjeran,3,3,108,217,"Lainnya (PPJB,Girik,Adat,dll)",2200.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Kenjeran Raya No.126, Surabaya (-7.305331, 112.684291)",Keduanya,Baik,1032000.0,Tinggi
Wiyung,3,2,72,91,SHM - Sertifikat Hak Milik,2200.0,Ya,Ya,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Wiyung Raya No.89, Surabaya (-7.251156, 112.645687)",Disewa,Baik,1000000.0,Tinggi
Wiyung,3,3,80,120,HGB - Hak Guna Bangunan,1300.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Butuh Renovasi,"Jl. Wiyung Raya No.144, Surabaya (-7.246986, 112.740646)",Keduanya,Buruk,1000000.0,Tinggi
Wiyung,3,1,108,108,SHM - Sertifikat Hak Milik,2200.0,,,Unfurnished,1.0,,,,,,Bagus,"Jl. Wiyung Raya No.147, Surabaya (-7.368289, 112.650472)",Keduanya,Buruk,1000000.0,Tinggi
Wiyung,3,3,128,280,SHM - Sertifikat Hak Milik,,,,Unfurnished,2.0,Timur Laut,,,,,Bagus,"Jl. Wiyung Raya No.151, Surabaya (-7.281446, 112.782205)",Dijual,Baik,1000000.0,Tinggi
Sukolilo,5,4,150,300,SHM - Sertifikat Hak Milik,4400.0,Ya,Ya,Unfurnished,2.0,Utara,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Sukolilo Raya No.25, Surabaya (-7.22076, 112.7057)",Disewa,Baik,1000000.0,Tinggi
Wiyung,4,3,152,225,"Lainnya (PPJB,Girik,Adat,dll)",,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,,Tidak,Baru,"Jl. Wiyung Raya No.16, Surabaya (-7.378243, 112.774096)",Dijual,Baik,1000000.0,Tinggi
Sukolilo,3,3,180,250,SHM - Sertifikat Hak Milik,3500.0,Ya,Ya,Unfurnished,1.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Baru,"Jl. Sukolilo Raya No.182, Surabaya (-7.305417, 112.658149)",Keduanya,Buruk,1000000.0,Tinggi
Sukolilo,3,3,180,250,SHM - Sertifikat Hak Milik,4400.0,Tidak,Tidak,Unfurnished,2.0,Selatan,Tidak,,,Tidak,Bagus,"Jl. Sukolilo Raya No.73, Surabaya (-7.249929, 112.761416)",Keduanya,Baik,1000000.0,Rendah
Wiyung,4,3,180,250,SHM - Sertifikat Hak Milik,3300.0,,Tidak,Unfurnished,2.0,Selatan,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.129, Surabaya (-7.277702, 112.622733)",Dijual,Baik,1000000.0,Tinggi
Wonocolo,4,2,200,200,SHM - Sertifikat Hak Milik,4400.0,,,Unfurnished,2.0,,,,,,Bagus,"Jl. Wonocolo Raya No.42, Surabaya (-7.379883, 112.753366)",Disewa,Baik,1000000.0,Tinggi
Wiyung,4,3,207,200,HGB - Hak Guna Bangunan,4400.0,Tidak,Tidak,Unfurnished,2.0,,Tidak,,,Tidak,Bagus,"Jl. Wiyung Raya No.147, Surabaya (-7.320679, 112.677389)",Keduanya,Baik,1000000.0,Tinggi
Wiyung,4,3,207,220,HGB - Hak Guna Bangunan,3500.0,,,Unfurnished,2.0,,,,,,Baru,"Jl. Wiyung Raya No.162, Surabaya (-7.298552, 112.693998)",Keduanya,Baik,1000000.0,Tinggi
Gubeng,5,3,240,300,SHM - Sertifikat Hak Milik,2200.0,,Tidak,Unfurnished,1.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Gubeng Raya No.80, Surabaya (-7.200831, 112.633361)",Keduanya,Baik,1147000.0,Tinggi
Kenjeran,6,4,250,222,SHM - Sertifikat Hak Milik,3300.0,Ya,Ya,Unfurnished,2.0,Timur,Ya,4 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Kenjeran Raya No.104, Surabaya (-7.364278, 112.603726)",Disewa,Baik,1032000.0,Tinggi
Wiyung,3,3,270,170,HGB - Hak Guna Bangunan,3300.0,Ya,Ya,Unfurnished,2.0,,Ya,3 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Wiyung Raya No.183, Surabaya (-7.203515, 112.733239)",Dijual,Baik,1000000.0,Tinggi
Rungkut,4,2,300,200,SHM - Sertifikat Hak Milik,2200.0,Tidak,Tidak,Unfurnished,1.0,Selatan,Tidak,2 Mobil,PAM atau PDAM,Tidak,,"Jl. Rungkut Raya No.146, Surabaya (-7.32477, 112.717544)",Disewa,Baik,1032000.0,Tinggi
Rungkut,4,3,300,258,SHM - Sertifikat Hak Milik,2200.0,,Ya,Unfurnished,1.0,Barat,Ya,2 Mobil,PAM atau PDAM,Tidak,Bagus,"Jl. Rungkut Raya No.34, Surabaya (-7.359936, 112.724486)",Disewa,Baik,1032000.0,Tinggi
Wonocolo,2,2,300,240,SHM - Sertifikat Hak Milik,,Tidak,Tidak,Unfurnished,2.0,Utara,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wonocolo Raya No.89, Surabaya (-7.317178, 112.651)",Keduanya,Baik,1000000.0,Tinggi
Wonocolo,3,3,300,240,SHM - Sertifikat Hak Milik,1300.0,Tidak,Tidak,Unfurnished,1.0,,Tidak,,PAM atau PDAM,Tidak,Bagus,"Jl. Wonocolo Raya No.125, Surabaya (-7.277201, 112.647855)",Disewa,Buruk,1000000.0,Tinggi
