Nama_Aset,Lokasi,Luas_m2,Sertifikat,Lokasi_Pasti,Kondisi,Tipe_Iklan,NJOP_Rp_per_m2,Jumlah_Penduduk,Aksesibilitas
Tegalsari,"Jl. Pelajar Pejuang, Tegalsari, Surabaya",1294,SHM,"Jl. Pelajar Pejuang, Tegalsari, Surabaya (-7.329065, 112.792424)",Second,Disewa,,92014.0,Baik
Dukuh Pakis,"Jl. Suryakencana, Dukuh Pakis, Surabaya",1748,Girik,"Jl. Suryakencana, Dukuh Pakis, Surabaya (-7.346058, 112.782504)",Second,Dijual,,56707.0,Baik
Karang Pilang,"Jl. Moch. Ramdan, Karang Pilang, Surabaya",1766,SHM,"Jl. Moch. Ramdan, Karang Pilang, Surabaya (-7.275869, 112.784388)",Second,Dijual,862000.0,,Baik
Tambaksari,"Jl. Stasiun Wonokromo, Tambaksari, Surabaya",1016,SHM,"Jl. Stasiun Wonokromo, Tambaksari, Surabaya (-7.267239, 112.767301)",Second,Dijual,,214966.0,Buruk
Benowo,"Jl. Monginsidi, Benowo, Surabaya",881,Belum Bersertifikat,"Jl. Monginsidi, Benowo, Surabaya (-7.253214, 112.730458)",Second,Disewa/Dijual,,69938.0,Buruk
Sawahan,"Jalan PHH. Mustofa, Sawahan, Surabaya",719,Belum Bersertifikat,"Jalan PHH. Mustofa, Sawahan, Surabaya (-7.261016, 112.703563)",Second,Disewa,1032000.0,188693.0,Buruk
Rungkut,"Gg. Waringin, Rungkut, Surabaya",1947,Belum Bersertifikat,"Gg. Waringin, Rungkut, Surabaya (-7.289947, 112.793566)",Second,Disewa/Dijual,,123757.0,Baik
Sambikerep,"Jl. Pasirkoja, Sambikerep, Surabaya",1429,Belum Bersertifikat,"Jl. Pasirkoja, Sambikerep, Surabaya (-7.296995, 112.758612)",Second,Disewa/Dijual,,63778.0,Baik
Tegalsari,"Jl. Tebet Barat Dalam, Tegalsari, Surabaya",874,HGB,"Jl. Tebet Barat Dalam, Tegalsari, Surabaya (-7.347216, 112.729814)",Second,Disewa,,92014.0,Baik
Benowo,"Jl. BKR, Benowo, Surabaya",1810,Belum Bersertifikat,"Jl. BKR, Benowo, Surabaya (-7.325334, 112.714914)",Second,Disewa/Dijual,,69938.0,Baik
Krembangan,"Gang Raya Setiabudhi, Krembangan, Surabaya",1536,HGB,"Gang Raya Setiabudhi, Krembangan, Surabaya (-7.304039, 112.782952)",Second,Disewa/Dijual,,109027.0,Baik
Tambaksari,"Gang Rajawali Timur, Tambaksari, Surabaya",1215,SHM,"Gang Rajawali Timur, Tambaksari, Surabaya (-7.287150, 112.783652)",Second,Dijual,,214966.0,Baik
Rungkut,"Jl. Antapani Lama, Rungkut, Surabaya",1083,HGB,"Jl. Antapani Lama, Rungkut, Surabaya (-7.294275, 112.781451)",Second,Disewa,,123757.0,Baik
Bulak,"Jl. Yos Sudarso, Bulak, Surabaya",1363,HGB,"Jl. Yos Sudarso, Bulak, Surabaya (-7.275736, 112.764508)",Second,Disewa,,43764.0,Baik
Karang Pilang,"Gang K.H. Wahid Hasyim, Karang Pilang, Surabaya",1941,Belum Bersertifikat,"Gang K.H. Wahid Hasyim, Karang Pilang, Surabaya (-7.322023, 112.736602)",Second,Dijual,862000.0,,Baik
Wonokromo,"Gang Pasirkoja, Wonokromo, Surabaya",1851,Girik,"Gang Pasirkoja, Wonokromo, Surabaya (-7.293505, 112.730407)",Second,Disewa,,144650.0,Baik
Pakal,"Jalan M.T Haryono, Pakal, Surabaya",1407,SHM,"Jalan M.T Haryono, Pakal, Surabaya (-7.341186, 112.700855)",Second,Dijual,,59971.0,Baik
Tandes,"Gg. Jamika, Tandes, Surabaya",1000,Girik,"Gg. Jamika, Tandes, Surabaya (-7.308633, 112.783361)",Second,Disewa/Dijual,,87511.0,Baik
Pakal,"Gang Kebonjati, Pakal, Surabaya",1883,HGB,"Gang Kebonjati, Pakal, Surabaya (-7.274984, 112.708743)",Second,Disewa,,59971.0,Baik
Krembangan,"Jl. Tubagus Ismail, Krembangan, Surabaya",971,Girik,"Jl. Tubagus Ismail, Krembangan, Surabaya (-7.280660, 112.763075)",Second,Disewa,,109027.0,Baik
Pabean Cantikan,"Gg. Otto Iskandardinata, Pabean Cantikan, Surabaya",1964,HGB,"Gg. Otto Iskandardinata, Pabean Cantikan, Surabaya (-7.250936, 112.750407)",Second,Disewa/Dijual,,,Buruk
Karang Pilang,"Gang W.R. Supratman, Karang Pilang, Surabaya",830,Girik,"Gang W.R. Supratman, Karang Pilang, Surabaya (-7.322211, 112.752669)",Second,Disewa/Dijual,862000.0,,Baik
Rungkut,"Gg. Pasteur, Rungkut, Surabaya",1193,Belum Bersertifikat,"Gg. Pasteur, Rungkut, Surabaya (-7.300181, 112.792671)",Second,Disewa,,123757.0,Baik
Tambaksari,"Gang Ronggowarsito, Tambaksari, Surabaya",1480,Belum Bersertifikat,"Gang Ronggowarsito, Tambaksari, Surabaya (-7.317047, 112.703162)",Second,Disewa,,214966.0,Baik
Pabean Cantikan,"Jalan Pasteur, Pabean Cantikan, Surabaya",1793,Girik,"Jalan Pasteur, Pabean Cantikan, Surabaya (-7.305940, 112.777339)",Second,Disewa,,,Baik
Sukolilo,"Gg. Rungkut Industri, Sukolilo, Surabaya",896,SHM,"Gg. Rungkut Industri, Sukolilo, Surabaya (-7.264305, 112.705205)",Second,Dijual,,110557.0,Buruk
Sukolilo,"Gg. Waringin, Sukolilo, Surabaya",1243,HGB,"Gg. Waringin, Sukolilo, Surabaya (-7.281579, 112.703815)",Second,Disewa,,110557.0,Baik
Semampir,"Jl. K.H. Wahid Hasyim, Semampir, Surabaya",1478,Belum Bersertifikat,"Jl. K.H. Wahid Hasyim, Semampir, Surabaya (-7.261756, 112.742982)",Second,Disewa,,172669.0,Buruk
Lakarsantri,"Gg. Dipatiukur, Lakarsantri, Surabaya",791,Belum Bersertifikat,"Gg. Dipatiukur, Lakarsantri, Surabaya (-7.329649, 112.706308)",Second,Disewa/Dijual,,59256.0,Baik
Sukolilo,"Gg. S. Parman, Sukolilo, Surabaya",1840,Girik,"Gg. S. Parman, Sukolilo, Surabaya (-7.262664, 112.778914)",Second,Disewa/Dijual,,110557.0,Buruk
Tandes,"Gg. Pasir Koja, Tandes, Surabaya",1333,Girik,"Gg. Pasir Koja, Tandes, Surabaya (-7.344024, 112.752956)",Second,Dijual,,87511.0,Baik
Pabean Cantikan,"Jl. Jend. A. Yani, Pabean Cantikan, Surabaya",1075,Belum Bersertifikat,"Jl. Jend. A. Yani, Pabean Cantikan, Surabaya (-7.261140, 112.702904)",Second,Disewa/Dijual,,,Buruk
Rungkut,"Gg. Cikutra Barat, Rungkut, Surabaya",749,Girik,"Gg. Cikutra Barat, Rungkut, Surabaya (-7.317093, 112.704050)",Second,Disewa,,123757.0,Baik
Semampir,"Gg. BKR, Semampir, Surabaya",737,HGB,"Gg. BKR, Semampir, Surabaya (-7.318541, 112.761267)",Second,Disewa,,172669.0,Baik
Karang Pilang,"Jalan Merdeka, Karang Pilang, Surabaya",1787,Belum Bersertifikat,"Jalan Merdeka, Karang Pilang, Surabaya (-7.298791, 112.780611)",Second,Dijual,862000.0,,Baik
Sawahan,"Jalan H.J Maemunah, Sawahan, Surabaya",1565,SHM,"Jalan H.J Maemunah, Sawahan, Surabaya (-7.255931, 112.743780)",Second,Disewa/Dijual,1032000.0,188693.0,Buruk
Tegalsari,"Jalan Ciwastra, Tegalsari, Surabaya",873,HGB,"Jalan Ciwastra, Tegalsari, Surabaya (-7.345222, 112.755458)",Second,Disewa/Dijual,,92014.0,Baik
Asemrowo,"Jl. Monginsidi, Asemrowo, Surabaya",988,Girik,"Jl. Monginsidi, Asemrowo, Surabaya (-7.314777, 112.779983)",Second,Disewa/Dijual,916000.0,45547.0,Baik
Sukolilo,"Jalan Surapati, Sukolilo, Surabaya",1929,HGB,"Jalan Surapati, Sukolilo, Surabaya (-7.264343, 112.761051)",Second,Dijual,,110557.0,Buruk
Tambaksari,"Jl. Rawamangun, Tambaksari, Surabaya",1100,Belum Bersertifikat,"Jl. Rawamangun, Tambaksari, Surabaya (-7.310395, 112.722476)",Second,Disewa/Dijual,,214966.0,Baik
Rungkut,"Gang Cikapayang, Rungkut, Surabaya",1721,Belum Bersertifikat,"Gang Cikapayang, Rungkut, Surabaya (-7.330084, 112.761305)",Second,Disewa/Dijual,,123757.0,Baik
Gubeng,"Gg. Rumah Sakit, Gubeng, Surabaya",956,SHM,"Gg. Rumah Sakit, Gubeng, Surabaya (-7.307521, 112.762828)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Kenjeran,"Gg. Siliwangi, Kenjeran, Surabaya",810,HGB,"Gg. Siliwangi, Kenjeran, Surabaya (-7.311445, 112.773411)",Second,Disewa,,181325.0,Baik
Tegalsari,"Gang Sukajadi, Tegalsari, Surabaya",1711,SHM,"Gang Sukajadi, Tegalsari, Surabaya (-7.258458, 112.762087)",Second,Dijual,,92014.0,Buruk
Dukuh Pakis,"Gang Kiaracondong, Dukuh Pakis, Surabaya",1899,Girik,"Gang Kiaracondong, Dukuh Pakis, Surabaya (-7.273807, 112.796924)",Second,Disewa,,56707.0,Baik
Bulak,"Jl. Yos Sudarso, Bulak, Surabaya",829,Belum Bersertifikat,"Jl. Yos Sudarso, Bulak, Surabaya (-7.299488, 112.719729)",Second,Dijual,,43764.0,Baik
Sambikerep,"Gang Merdeka, Sambikerep, Surabaya",1676,Girik,"Gang Merdeka, Sambikerep, Surabaya (-7.251163, 112.795109)",Second,Disewa/Dijual,,63778.0,Buruk
Krembangan,"Jalan Waringin, Krembangan, Surabaya",889,SHM,"Jalan Waringin, Krembangan, Surabaya (-7.303472, 112.753834)",Second,Disewa,,109027.0,Baik
Tegalsari,"Jalan Sukabumi, Tegalsari, Surabaya",1233,HGB,"Jalan Sukabumi, Tegalsari, Surabaya (-7.344176, 112.767196)",Second,Disewa/Dijual,,92014.0,Baik
Rungkut,"Gg. Kiaracondong, Rungkut, Surabaya",1864,Girik,"Gg. Kiaracondong, Rungkut, Surabaya (-7.323773, 112.709946)",Second,Disewa/Dijual,,123757.0,Baik
Pakal,"Jl. Dipenogoro, Pakal, Surabaya",1335,HGB,"Jl. Dipenogoro, Pakal, Surabaya (-7.306393, 112.738058)",Second,Dijual,,59971.0,Baik
Tambaksari,"Gang Tebet Barat Dalam, Tambaksari, Surabaya",1873,SHM,"Gang Tebet Barat Dalam, Tambaksari, Surabaya (-7.334310, 112.776938)",Second,Disewa/Dijual,,214966.0,Baik
Gubeng,"Gang Peta, Gubeng, Surabaya",1265,SHM,"Gang Peta, Gubeng, Surabaya (-7.255243, 112.770691)",Second,Disewa,1147000.0,123961.0,Buruk
Karang Pilang,"Jl. Bangka Raya, Karang Pilang, Surabaya",951,Belum Bersertifikat,"Jl. Bangka Raya, Karang Pilang, Surabaya (-7.273315, 112.704014)",Second,Dijual,862000.0,,Baik
Krembangan,"Gang Merdeka, Krembangan, Surabaya",1105,Belum Bersertifikat,"Gang Merdeka, Krembangan, Surabaya (-7.323171, 112.754659)",Second,Dijual,,109027.0,Baik
Simokerto,"Jalan Laswi, Simokerto, Surabaya",1051,HGB,"Jalan Laswi, Simokerto, Surabaya (-7.290920, 112.708828)",Second,Disewa,,86897.0,Baik
Rungkut,"Jalan Pasteur, Rungkut, Surabaya",1482,SHM,"Jalan Pasteur, Rungkut, Surabaya (-7.277855, 112.799586)",Second,Disewa/Dijual,,123757.0,Baik
Sambikerep,"Jl. BKR, Sambikerep, Surabaya",1016,HGB,"Jl. BKR, Sambikerep, Surabaya (-7.255872, 112.789730)",Second,Disewa/Dijual,,63778.0,Buruk
Sambikerep,"Jl. Bangka Raya, Sambikerep, Surabaya",1327,Belum Bersertifikat,"Jl. Bangka Raya, Sambikerep, Surabaya (-7.261836, 112.702108)",Second,Disewa/Dijual,,63778.0,Buruk
Sambikerep,"Jl. Sukajadi, Sambikerep, Surabaya",1791,Belum Bersertifikat,"Jl. Sukajadi, Sambikerep, Surabaya (-7.298481, 112.785865)",Second,Disewa/Dijual,,63778.0,Baik
Wonokromo,"Jalan Medokan Ayu, Wonokromo, Surabaya",1565,SHM,"Jalan Medokan Ayu, Wonokromo, Surabaya (-7.272535, 112.791943)",Second,Disewa/Dijual,,144650.0,Baik
Sawahan,"Jl. Joyoboyo, Sawahan, Surabaya",833,HGB,"Jl. Joyoboyo, Sawahan, Surabaya (-7.293786, 112.735355)",Second,Dijual,1032000.0,188693.0,Baik
Karang Pilang,"Jl. Ciumbuleuit, Karang Pilang, Surabaya",1101,SHM,"Jl. Ciumbuleuit, Karang Pilang, Surabaya (-7.294730, 112.771950)",Second,Dijual,862000.0,,Baik
Dukuh Pakis,"Gang Gegerkalong Hilir, Dukuh Pakis, Surabaya",1982,Girik,"Gang Gegerkalong Hilir, Dukuh Pakis, Surabaya (-7.338526, 112.744210)",Second,Disewa,,56707.0,Baik
Sambikerep,"Gang Kebonjati, Sambikerep, Surabaya",813,Girik,"Gang Kebonjati, Sambikerep, Surabaya (-7.337386, 112.765523)",Second,Disewa/Dijual,,63778.0,Baik
Pabean Cantikan,"Jl. Setiabudhi, Pabean Cantikan, Surabaya",1905,HGB,"Jl. Setiabudhi, Pabean Cantikan, Surabaya (-7.297047, 112.734032)",Second,Disewa/Dijual,,,Baik
Simokerto,"Gg. Indragiri, Simokerto, Surabaya",1020,Girik,"Gg. Indragiri, Simokerto, Surabaya (-7.323114, 112.732256)",Second,Disewa/Dijual,,86897.0,Baik
Genteng,"Gg. Raya Setiabudhi, Genteng, Surabaya",1591,Belum Bersertifikat,"Gg. Raya Setiabudhi, Genteng, Surabaya (-7.347896, 112.742443)",Second,Disewa,,52924.0,Baik
Dukuh Pakis,"Gg. Cikapayang, Dukuh Pakis, Surabaya",1109,HGB,"Gg. Cikapayang, Dukuh Pakis, Surabaya (-7.277716, 112.714557)",Second,Disewa/Dijual,,56707.0,Baik
Karang Pilang,"Jalan H.J Maemunah, Karang Pilang, Surabaya",1013,Girik,"Jalan H.J Maemunah, Karang Pilang, Surabaya (-7.346751, 112.783114)",Second,Dijual,862000.0,,Baik
Pabean Cantikan,"Jl. Jend. Sudirman, Pabean Cantikan, Surabaya",1071,HGB,"Jl. Jend. Sudirman, Pabean Cantikan, Surabaya (-7.290472, 112.734870)",Second,Disewa/Dijual,,,Baik
Bulak,"Jl. PHH. Mustofa, Bulak, Surabaya",806,HGB,"Jl. PHH. Mustofa, Bulak, Surabaya (-7.296081, 112.740015)",Second,Disewa,,43764.0,Baik
Rungkut,"Jalan Cihampelas, Rungkut, Surabaya",1108,SHM,"Jalan Cihampelas, Rungkut, Surabaya (-7.253119, 112.789405)",Second,Dijual,,123757.0,Buruk
Sawahan,"Jalan Waringin, Sawahan, Surabaya",1240,HGB,"Jalan Waringin, Sawahan, Surabaya (-7.301579, 112.749662)",Second,Dijual,1032000.0,188693.0,Baik
Tambaksari,"Gg. Sentot Alibasa, Tambaksari, Surabaya",1751,SHM,"Gg. Sentot Alibasa, Tambaksari, Surabaya (-7.343640, 112.754425)",Second,Dijual,,214966.0,Baik
Krembangan,"Jalan Kiaracondong, Krembangan, Surabaya",1717,Girik,"Jalan Kiaracondong, Krembangan, Surabaya (-7.294831, 112.795650)",Second,Disewa/Dijual,,109027.0,Baik
Sawahan,"Gg. Rajawali Barat, Sawahan, Surabaya",1317,Girik,"Gg. Rajawali Barat, Sawahan, Surabaya (-7.265890, 112.788673)",Second,Disewa,1032000.0,188693.0,Buruk
Asemrowo,"Gang Jayawijaya, Asemrowo, Surabaya",1907,Belum Bersertifikat,"Gang Jayawijaya, Asemrowo, Surabaya (-7.250315, 112.716947)",Second,Disewa,916000.0,45547.0,Buruk
Pabean Cantikan,"Gang Tubagus Ismail, Pabean Cantikan, Surabaya",1564,Belum Bersertifikat,"Gang Tubagus Ismail, Pabean Cantikan, Surabaya (-7.306966, 112.747322)",Second,Disewa/Dijual,,,Baik
Tandes,"Gg. Kutisari Selatan, Tandes, Surabaya",1148,SHM,"Gg. Kutisari Selatan, Tandes, Surabaya (-7.317970, 112.797130)",Second,Disewa,,87511.0,Baik
Kenjeran,"Jl. Rawamangun, Kenjeran, Surabaya",1274,SHM,"Jl. Rawamangun, Kenjeran, Surabaya (-7.259335, 112.737237)",Second,Dijual,,181325.0,Buruk
Semampir,"Jalan Jayawijaya, Semampir, Surabaya",1992,HGB,"Jalan Jayawijaya, Semampir, Surabaya (-7.330876, 112.737157)",Second,Dijual,,172669.0,Baik
Pakal,"Jl. Ahmad Dahlan, Pakal, Surabaya",777,SHM,"Jl. Ahmad Dahlan, Pakal, Surabaya (-7.288457, 112.719503)",Second,Disewa,,59971.0,Baik
Tegalsari,"Jalan Sukabumi, Tegalsari, Surabaya",1977,SHM,"Jalan Sukabumi, Tegalsari, Surabaya (-7.309429, 112.711432)",Second,Disewa,,92014.0,Baik
Sambikerep,"Gg. Suryakencana, Sambikerep, Surabaya",1300,HGB,"Gg. Suryakencana, Sambikerep, Surabaya (-7.345892, 112.774030)",Second,Disewa/Dijual,,63778.0,Baik
Krembangan,"Gang Monginsidi, Krembangan, Surabaya",1476,Girik,"Gang Monginsidi, Krembangan, Surabaya (-7.315271, 112.777003)",Second,Disewa/Dijual,,109027.0,Baik
Rungkut,"Jalan Joyoboyo, Rungkut, Surabaya",1946,Girik,"Jalan Joyoboyo, Rungkut, Surabaya (-7.323477, 112.796901)",Second,Disewa/Dijual,,123757.0,Baik
Gubeng,"Gg. BKR, Gubeng, Surabaya",1391,Girik,"Gg. BKR, Gubeng, Surabaya (-7.281391, 112.777342)",Second,Disewa/Dijual,1147000.0,123961.0,Baik
Gubeng,"Jalan Siliwangi, Gubeng, Surabaya",1421,Belum Bersertifikat,"Jalan Siliwangi, Gubeng, Surabaya (-7.255121, 112.724335)",Second,Disewa/Dijual,1147000.0,123961.0,Buruk
Pabean Cantikan,"Jalan Jayawijaya, Pabean Cantikan, Surabaya",823,HGB,"Jalan Jayawijaya, Pabean Cantikan, Surabaya (-7.323195, 112.704012)",Second,Disewa/Dijual,,,Baik
Bulak,"Gg. Astana Anyar, Bulak, Surabaya",1251,Girik,"Gg. Astana Anyar, Bulak, Surabaya (-7.268853, 112.798544)",Second,Dijual,,43764.0,Buruk
Tandes,"Jl. S. Parman, Tandes, Surabaya",1500,Belum Bersertifikat,"Jl. S. Parman, Tandes, Surabaya (-7.344464, 112.734045)",Second,Disewa,,87511.0,Baik
Krembangan,"Jalan Rungkut Industri, Krembangan, Surabaya",1700,Belum Bersertifikat,"Jalan Rungkut Industri, Krembangan, Surabaya (-7.296188, 112.731197)",Second,Disewa/Dijual,,109027.0,Baik
Simokerto,"Gg. Soekarno Hatta, Simokerto, Surabaya",756,Belum Bersertifikat,"Gg. Soekarno Hatta, Simokerto, Surabaya (-7.342945, 112.790596)",Second,Dijual,,86897.0,Baik
Semampir,"Gg. Cikapayang, Semampir, Surabaya",1152,SHM,"Gg. Cikapayang, Semampir, Surabaya (-7.256597, 112.758510)",Second,Disewa,,172669.0,Buruk
Asemrowo,"Gang Sukabumi, Asemrowo, Surabaya",1659,SHM,"Gang Sukabumi, Asemrowo, Surabaya (-7.273365, 112.721487)",Second,Disewa,916000.0,45547.0,Baik
Asemrowo,"Gg. Kutai, Asemrowo, Surabaya",1952,HGB,"Gg. Kutai, Asemrowo, Surabaya (-7.284205, 112.788910)",Second,Disewa,916000.0,45547.0,Baik
Sawahan,"Gang Bangka Raya, Sawahan, Surabaya",1161,SHM,"Gang Bangka Raya, Sawahan, Surabaya (-7.267610, 112.799336)",Second,Disewa/Dijual,1032000.0,188693.0,Buruk
Lakarsantri,"Jalan Sadang Serang, Lakarsantri, Surabaya",870,Girik,"Jalan Sadang Serang, Lakarsantri, Surabaya (-7.285248, 112.708668)",Second,Disewa/Dijual,,59256.0,Baik
Kenjeran,"Jl. Rajawali Barat, Kenjeran, Surabaya",1505,Belum Bersertifikat,"Jl. Rajawali Barat, Kenjeran, Surabaya (-7.253106, 112.786225)",Second,Disewa/Dijual,,181325.0,Buruk
Kenjeran,"Jalan Antapani Lama, Kenjeran, Surabaya",786,Belum Bersertifikat,"Jalan Antapani Lama, Kenjeran, Surabaya (-7.278604, 112.739052)",Second,Disewa,,181325.0,Baik
Karang Pilang,"Jl. Gedebage Selatan, Karang Pilang, Surabaya",1189,HGB,"Jl. Gedebage Selatan, Karang Pilang, Surabaya (-7.257534, 112.752407)",Second,Disewa,862000.0,,Buruk
Genteng,"Jalan Otto Iskandardinata, Genteng, Surabaya",1417,SHM,"Jalan Otto Iskandardinata, Genteng, Surabaya (-7.298287, 112.791482)",Second,Dijual,,52924.0,Baik
Gubeng,"Gg. M.H Thamrin, Gubeng, Surabaya",1641,Girik,"Gg. M.H Thamrin, Gubeng, Surabaya (-7.338294, 112.797338)",Second,Dijual,1147000.0,123961.0,Baik
Pabean Cantikan,"Gang Raya Ujungberung, Pabean Cantikan, Surabaya",1194,SHM,"Gang Raya Ujungberung, Pabean Cantikan, Surabaya (-7.297182, 112.726216)",Second,Dijual,,,Baik
Lakarsantri,"Jalan Cihampelas, Lakarsantri, Surabaya",1307,HGB,"Jalan Cihampelas, Lakarsantri, Surabaya (-7.337313, 112.721285)",Second,Dijual,,59256.0,Baik
Asemrowo,"Jl. Wonoayu, Asemrowo, Surabaya",1423,Belum Bersertifikat,"Jl. Wonoayu, Asemrowo, Surabaya (-7.290751, 112.708052)",Second,Disewa,916000.0,45547.0,Baik
Tambaksari,"Gang Ciumbuleuit, Tambaksari, Surabaya",796,Belum Bersertifikat,"Gang Ciumbuleuit, Tambaksari, Surabaya (-7.301751, 112.756180)",Second,Disewa/Dijual,,214966.0,Baik
Simokerto,"Jl. Tubagus Ismail, Simokerto, Surabaya",1654,Girik,"Jl. Tubagus Ismail, Simokerto, Surabaya (-7.287742, 112.701360)",Second,Disewa/Dijual,,86897.0,Baik
Genteng,"Jl. Cempaka, Genteng, Surabaya",1859,SHM,"Jl. Cempaka, Genteng, Surabaya (-7.348995, 112.741190)",Second,Disewa/Dijual,,52924.0,Baik
Benowo,"Gang Tubagus Ismail, Benowo, Surabaya",1586,HGB,"Gang Tubagus Ismail, Benowo, Surabaya (-7.330516, 112.707338)",Second,Disewa/Dijual,,69938.0,Baik
Semampir,"Gg. Raya Setiabudhi, Semampir, Surabaya",1954,SHM,"Gg. Raya Setiabudhi, Semampir, Surabaya (-7.300867, 112.740523)",Second,Dijual,,172669.0,Baik
Karang Pilang,"Gg. Waringin, Karang Pilang, Surabaya",1583,Belum Bersertifikat,"Gg. Waringin, Karang Pilang, Surabaya (-7.254950, 112.703993)",Second,Disewa,862000.0,,Buruk
Bulak,"Jl. Jamika, Bulak, Surabaya",1188,SHM,"Jl. Jamika, Bulak, Surabaya (-7.311639, 112.783522)",Second,Disewa/Dijual,,43764.0,Baik
Tandes,"Gg. Stasiun Wonokromo, Tandes, Surabaya",820,SHM,"Gg. Stasiun Wonokromo, Tandes, Surabaya (-7.307563, 112.720974)",Second,Disewa,,87511.0,Baik
Pakal,"Jl. K.H. Wahid Hasyim, Pakal, Surabaya",1250,Girik,"Jl. K.H. Wahid Hasyim, Pakal, Surabaya (-7.278530, 112.732831)",Second,Dijual,,59971.0,Baik
Pakal,"Jalan Jakarta, Pakal, Surabaya",747,Belum Bersertifikat,"Jalan Jakarta, Pakal, Surabaya (-7.289621, 112.787005)",Second,Dijual,,59971.0,Baik
Pakal,"Jalan Kutai, Pakal, Surabaya",920,Girik,"Jalan Kutai, Pakal, Surabaya (-7.320107, 112.774627)",Second,Disewa/Dijual,,59971.0,Baik
Wonokromo,"Jalan Sentot Alibasa, Wonokromo, Surabaya",1566,Belum Bersertifikat,"Jalan Sentot Alibasa, Wonokromo, Surabaya (-7.308918, 112.721904)",Second,Disewa/Dijual,,144650.0,Baik
Benowo,"Jalan Kutai, Benowo, Surabaya",1715,HGB,"Jalan Kutai, Benowo, Surabaya (-7.328230, 112.707190)",Second,Dijual,,69938.0,Baik
Lakarsantri,"Gang Gegerkalong Hilir, Lakarsantri, Surabaya",1643,Girik,"Gang Gegerkalong Hilir, Lakarsantri, Surabaya (-7.253398, 112.771567)",Second,Dijual,,59256.0,Buruk
Bulak,"Jl. Stasiun Wonokromo, Bulak, Surabaya",1797,Girik,"Jl. Stasiun Wonokromo, Bulak, Surabaya (-7.336937, 112.739070)",Second,Disewa,,43764.0,Baik
Pakal,"Jl. Stasiun Wonokromo, Pakal, Surabaya",819,Girik,"Jl. Stasiun Wonokromo, Pakal, Surabaya (-7.312816, 112.776608)",Second,Dijual,,59971.0,Baik
Gubeng,"Gg. Asia Afrika, Gubeng, Surabaya",1175,HGB,"Gg. Asia Afrika, Gubeng, Surabaya (-7.347416, 112.744529)",Second,Disewa,1147000.0,123961.0,Baik
Gubeng,"Gg. Otto Iskandardinata, Gubeng, Surabaya",938,SHM,"Gg. Otto Iskandardinata, Gubeng, Surabaya (-7.327822, 112.734600)",Second,Dijual,1147000.0,123961.0,Baik
Pabean Cantikan,"Jl. R.E Martadinata, Pabean Cantikan, Surabaya",1812,SHM,"Jl. R.E Martadinata, Pabean Cantikan, Surabaya (-7.271953, 112.745121)",Second,Disewa,,,Baik
Tandes,"Jalan Sadang Serang, Tandes, Surabaya",868,Belum Bersertifikat,"Jalan Sadang Serang, Tandes, Surabaya (-7.329882, 112.774856)",Second,Dijual,,87511.0,Baik
Tegalsari,"Jl. Rumah Sakit, Tegalsari, Surabaya",1386,HGB,"Jl. Rumah Sakit, Tegalsari, Surabaya (-7.341994, 112.790222)",Second,Dijual,,92014.0,Baik
Benowo,"Gg. M.T Haryono, Benowo, Surabaya",788,SHM,"Gg. M.T Haryono, Benowo, Surabaya (-7.302555, 112.704977)",Second,Disewa,,69938.0,Baik
Pakal,"Jalan Abdul Muis, Pakal, Surabaya",755,HGB,"Jalan Abdul Muis, Pakal, Surabaya (-7.349003, 112.752411)",Second,Disewa,,59971.0,Baik
Lakarsantri,"Gang Moch. Toha, Lakarsantri, Surabaya",1379,SHM,"Gang Moch. Toha, Lakarsantri, Surabaya (-7.341523, 112.703284)",Second,Disewa/Dijual,,59256.0,Baik
Dukuh Pakis,"Gg. Pasir Koja, Dukuh Pakis, Surabaya",1384,Belum Bersertifikat,"Gg. Pasir Koja, Dukuh Pakis, Surabaya (-7.269237, 112.746841)",Second,Disewa/Dijual,,56707.0,Buruk
Lakarsantri,"Gg. Pasirkoja, Lakarsantri, Surabaya",1934,Belum Bersertifikat,"Gg. Pasirkoja, Lakarsantri, Surabaya (-7.272853, 112.788528)",Second,Dijual,,59256.0,Baik
Simokerto,"Jl. Cihampelas, Simokerto, Surabaya",1650,Belum Bersertifikat,"Jl. Cihampelas, Simokerto, Surabaya (-7.258486, 112.736159)",Second,Dijual,,86897.0,Buruk
Pakal,"Jalan Wonoayu, Pakal, Surabaya",716,Girik,"Jalan Wonoayu, Pakal, Surabaya (-7.264548, 112.793245)",Second,Disewa,,59971.0,Buruk
Dukuh Pakis,"Gang R.E Martadinata, Dukuh Pakis, Surabaya",1988,Girik,"Gang R.E Martadinata, Dukuh Pakis, Surabaya (-7.281682, 112.763061)",Second,Dijual,,56707.0,Baik
Bulak,"Gg. Pacuan Kuda, Bulak, Surabaya",1438,Belum Bersertifikat,"Gg. Pacuan Kuda, Bulak, Surabaya (-7.344767, 112.793416)",Second,Disewa/Dijual,,43764.0,Baik
Kenjeran,"Jl. Jayawijaya, Kenjeran, Surabaya",1002,SHM,"Jl. Jayawijaya, Kenjeran, Surabaya (-7.271715, 112.775717)",Second,Disewa,,181325.0,Baik
